run_id,instance_id,scenario_id,arm,model_id,status,error,recommendation_id,reference_top1,rank,normalized_regret,exact_top1,candidate_valid,canonical_valid,solver_nonempty,s3_semantics_valid,s2_constraint_valid
S4-05__D__nvidia_nemotron-3-ultra-550b-a55b_free,S4-05,S4,D,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,,,IDX-BOSCH-SBV6YCX0ME,,,,0,0,0,,
S4-06__A__nvidia_nemotron-3-ultra-550b-a55b_free,S4-06,S4,A,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,invalid_or_unknown_recommendation,"<record_id>"".",EPREL-2350311,,,,0,0,0,,
S4-06__B__nvidia_nemotron-3-ultra-550b-a55b_free,S4-06,S4,B,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Invalid control character at: line 2 column 5 (char 6),,EPREL-2350311,,,,0,0,0,,
S4-06__C__nvidia_nemotron-3-ultra-550b-a55b_free,S4-06,S4,C,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Invalid control character at: line 2 column 5 (char 6),,EPREL-2350311,,,,0,0,0,,
S4-06__D__nvidia_nemotron-3-ultra-550b-a55b_free,S4-06,S4,D,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,,,EPREL-2350311,,,,0,0,0,,
S4-07__A__nvidia_nemotron-3-ultra-550b-a55b_free,S4-07,S4,A,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,invalid_or_unknown_recommendation,"<record_id>"".",EPREL-1586891,,,,0,0,0,,
S4-07__B__nvidia_nemotron-3-ultra-550b-a55b_free,S4-07,S4,B,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,empty,,EPREL-1586891,,,,0,0,0,,
S4-07__C__nvidia_nemotron-3-ultra-550b-a55b_free,S4-07,S4,C,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,empty,,EPREL-1586891,,,,0,0,0,,
S4-07__D__nvidia_nemotron-3-ultra-550b-a55b_free,S4-07,S4,D,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Expecting value: line 6 column 16 (char 94),,EPREL-1586891,,,,0,0,0,,
S5-01__A__nvidia_nemotron-3-ultra-550b-a55b_free,S5-01,S5,A,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S5-01__B__nvidia_nemotron-3-ultra-550b-a55b_free,S5-01,S5,B,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Invalid control character at: line 2 column 5 (char 6),,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S5-01__C__nvidia_nemotron-3-ultra-550b-a55b_free,S5-01,S5,C,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S5-01__D__nvidia_nemotron-3-ultra-550b-a55b_free,S5-01,S5,D,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S5-02__A__nvidia_nemotron-3-ultra-550b-a55b_free,S5-02,S5,A,nvidia/nemotron-3-ultra-550b-a55b:free,success,,IDX-BOSCH-SMS6ECI13E,IDX-BOSCH-SMS6ECI13E,1,0.0,1,1,0,0,,
S5-02__B__nvidia_nemotron-3-ultra-550b-a55b_free,S5-02,S5,B,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Expecting property name enclosed in double quotes: line 2 column 2 (char 3),,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S5-02__C__nvidia_nemotron-3-ultra-550b-a55b_free,S5-02,S5,C,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Invalid control character at: line 2 column 5 (char 6),,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S5-02__D__nvidia_nemotron-3-ultra-550b-a55b_free,S5-02,S5,D,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S5-03__A__nvidia_nemotron-3-ultra-550b-a55b_free,S5-03,S5,A,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,invalid_or_unknown_recommendation,,EPREL-1586891,,,,0,0,0,,
S5-03__B__nvidia_nemotron-3-ultra-550b-a55b_free,S5-03,S5,B,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,empty,,EPREL-1586891,,,,0,0,0,,
S5-03__C__nvidia_nemotron-3-ultra-550b-a55b_free,S5-03,S5,C,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-1586891,,,,0,0,0,,
S5-03__D__nvidia_nemotron-3-ultra-550b-a55b_free,S5-03,S5,D,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-1586891,,,,0,0,0,,
S5-04__A__nvidia_nemotron-3-ultra-550b-a55b_free,S5-04,S5,A,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-AEG-GN851XT,,,,0,0,0,,
S5-04__B__nvidia_nemotron-3-ultra-550b-a55b_free,S5-04,S5,B,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-AEG-GN851XT,,,,0,0,0,,
S5-04__C__nvidia_nemotron-3-ultra-550b-a55b_free,S5-04,S5,C,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,empty,,IDX-AEG-GN851XT,,,,0,0,0,,
S5-04__D__nvidia_nemotron-3-ultra-550b-a55b_free,S5-04,S5,D,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,empty,,IDX-AEG-GN851XT,,,,0,0,0,,
S5-05__A__nvidia_nemotron-3-ultra-550b-a55b_free,S5-05,S5,A,nvidia/nemotron-3-ultra-550b-a55b:free,success,,IDX-SIEMENS-SX87EX01CE,IDX-SIEMENS-SX87EX01CE,1,0.0,1,1,0,0,,
S5-05__B__nvidia_nemotron-3-ultra-550b-a55b_free,S5-05,S5,B,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Invalid control character at: line 2 column 5 (char 6),,IDX-SIEMENS-SX87EX01CE,,,,0,0,0,,
S5-05__C__nvidia_nemotron-3-ultra-550b-a55b_free,S5-05,S5,C,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-SIEMENS-SX87EX01CE,,,,0,0,0,,
S5-05__D__nvidia_nemotron-3-ultra-550b-a55b_free,S5-05,S5,D,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,empty,,IDX-SIEMENS-SX87EX01CE,,,,0,0,0,,
S5-06__A__nvidia_nemotron-3-ultra-550b-a55b_free,S5-06,S5,A,nvidia/nemotron-3-ultra-550b-a55b:free,success,,EPREL-2350311,EPREL-2350311,1,0.0,1,1,0,0,,
S5-06__B__nvidia_nemotron-3-ultra-550b-a55b_free,S5-06,S5,B,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Expecting property name enclosed in double quotes: line 2 column 2 (char 3),,EPREL-2350311,,,,0,0,0,,
S5-06__C__nvidia_nemotron-3-ultra-550b-a55b_free,S5-06,S5,C,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,empty,,EPREL-2350311,,,,0,0,0,,
S5-06__D__nvidia_nemotron-3-ultra-550b-a55b_free,S5-06,S5,D,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-2350311,,,,0,0,0,,
S5-07__A__nvidia_nemotron-3-ultra-550b-a55b_free,S5-07,S5,A,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,invalid_or_unknown_recommendation,"<record_id>"".",EPREL-1806358,,,,0,0,0,,
S5-07__B__nvidia_nemotron-3-ultra-550b-a55b_free,S5-07,S5,B,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,empty,,EPREL-1806358,,,,0,0,0,,
S5-07__C__nvidia_nemotron-3-ultra-550b-a55b_free,S5-07,S5,C,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-1806358,,,,0,0,0,,
S5-07__D__nvidia_nemotron-3-ultra-550b-a55b_free,S5-07,S5,D,nvidia/nemotron-3-ultra-550b-a55b:free,protocol_failure,empty,,EPREL-1806358,,,,0,0,0,,
S1-01__A__nvidia_nemotron-3-super-120b-a12b_free,S1-01,S1,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,EPREL-2350311,,,,0,0,0,,
S1-01__B__nvidia_nemotron-3-super-120b-a12b_free,S1-01,S1,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-2350311,,,,0,0,0,,
S1-01__C__nvidia_nemotron-3-super-120b-a12b_free,S1-01,S1,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-2350311,,,,0,0,0,,
S1-01__D__nvidia_nemotron-3-super-120b-a12b_free,S1-01,S1,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,empty,,EPREL-2350311,,,,0,0,0,,
S1-02__A__nvidia_nemotron-3-super-120b-a12b_free,S1-02,S1,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S1-02__B__nvidia_nemotron-3-super-120b-a12b_free,S1-02,S1,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S1-02__C__nvidia_nemotron-3-super-120b-a12b_free,S1-02,S1,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S1-02__D__nvidia_nemotron-3-super-120b-a12b_free,S1-02,S1,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,empty,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S1-03__A__nvidia_nemotron-3-super-120b-a12b_free,S1-03,S1,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-BOSCH-SBV6YCX0ME,,,,0,0,0,,
S1-03__B__nvidia_nemotron-3-super-120b-a12b_free,S1-03,S1,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-BOSCH-SBV6YCX0ME,,,,0,0,0,,
S1-03__C__nvidia_nemotron-3-super-120b-a12b_free,S1-03,S1,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-BOSCH-SBV6YCX0ME,,,,0,0,0,,
S1-03__D__nvidia_nemotron-3-super-120b-a12b_free,S1-03,S1,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,IDX-BOSCH-SBV6YCX0ME,,,,0,0,0,,
S1-04__A__nvidia_nemotron-3-super-120b-a12b_free,S1-04,S1,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-BOSCH-SMD6ECX17E,,,,0,0,0,,
S1-04__B__nvidia_nemotron-3-super-120b-a12b_free,S1-04,S1,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,empty,,IDX-BOSCH-SMD6ECX17E,,,,0,0,0,,
S1-04__C__nvidia_nemotron-3-super-120b-a12b_free,S1-04,S1,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-BOSCH-SMD6ECX17E,,,,0,0,0,,
S1-04__D__nvidia_nemotron-3-super-120b-a12b_free,S1-04,S1,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,IDX-BOSCH-SMD6ECX17E,,,,0,0,0,,
S1-05__A__nvidia_nemotron-3-super-120b-a12b_free,S1-05,S1,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,EPREL-2350311,,,,0,0,0,,
S1-05__B__nvidia_nemotron-3-super-120b-a12b_free,S1-05,S1,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-2350311,,,,0,0,0,,
S1-05__C__nvidia_nemotron-3-super-120b-a12b_free,S1-05,S1,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-2350311,,,,0,0,0,,
S1-05__D__nvidia_nemotron-3-super-120b-a12b_free,S1-05,S1,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-2350311,,,,0,0,0,,
S1-06__A__nvidia_nemotron-3-super-120b-a12b_free,S1-06,S1,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,EPREL-1586891,,,,0,0,0,,
S1-06__B__nvidia_nemotron-3-super-120b-a12b_free,S1-06,S1,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-1586891,,,,0,0,0,,
S1-06__C__nvidia_nemotron-3-super-120b-a12b_free,S1-06,S1,C,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,empty,,EPREL-1586891,,,,0,0,0,,
S1-06__D__nvidia_nemotron-3-super-120b-a12b_free,S1-06,S1,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-1586891,,,,0,0,0,,
S1-07__A__nvidia_nemotron-3-super-120b-a12b_free,S1-07,S1,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,EPREL-1806358,,,,0,0,0,,
S1-07__B__nvidia_nemotron-3-super-120b-a12b_free,S1-07,S1,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-1806358,,,,0,0,0,,
S1-07__C__nvidia_nemotron-3-super-120b-a12b_free,S1-07,S1,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-1806358,,,,0,0,0,,
S1-07__D__nvidia_nemotron-3-super-120b-a12b_free,S1-07,S1,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-1806358,,,,0,0,0,,
S1-08__A__nvidia_nemotron-3-super-120b-a12b_free,S1-08,S1,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,EPREL-1586891,,,,0,0,0,,
S1-08__B__nvidia_nemotron-3-super-120b-a12b_free,S1-08,S1,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-1586891,,,,0,0,0,,
S1-08__C__nvidia_nemotron-3-super-120b-a12b_free,S1-08,S1,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-1586891,,,,0,0,0,,
S1-08__D__nvidia_nemotron-3-super-120b-a12b_free,S1-08,S1,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-1586891,,,,0,0,0,,
S1-09__A__nvidia_nemotron-3-super-120b-a12b_free,S1-09,S1,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-NEFF-S289ECX0ME,,,,0,0,0,,
S1-09__B__nvidia_nemotron-3-super-120b-a12b_free,S1-09,S1,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-NEFF-S289ECX0ME,,,,0,0,0,,
S1-09__C__nvidia_nemotron-3-super-120b-a12b_free,S1-09,S1,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-NEFF-S289ECX0ME,,,,0,0,0,,
S1-09__D__nvidia_nemotron-3-super-120b-a12b_free,S1-09,S1,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,IDX-NEFF-S289ECX0ME,,,,0,0,0,,
S1-10__A__nvidia_nemotron-3-super-120b-a12b_free,S1-10,S1,A,nvidia/nemotron-3-super-120b-a12b:free,success,,EPREL-1641027,IDX-BOSCH-SMS6ECI13E,8,0.5406491680337473,0,1,0,0,,
S1-10__B__nvidia_nemotron-3-super-120b-a12b_free,S1-10,S1,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S1-10__C__nvidia_nemotron-3-super-120b-a12b_free,S1-10,S1,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S1-10__D__nvidia_nemotron-3-super-120b-a12b_free,S1-10,S1,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S2-01__A__nvidia_nemotron-3-super-120b-a12b_free,S2-01,S2,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-AEG-GU8200A2SNW,,,,0,0,0,,
S2-01__B__nvidia_nemotron-3-super-120b-a12b_free,S2-01,S2,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-AEG-GU8200A2SNW,,,,0,0,0,,
S2-01__D__nvidia_nemotron-3-super-120b-a12b_free,S2-01,S2,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,IDX-AEG-GU8200A2SNW,,,,0,0,0,,
S2-02__A__nvidia_nemotron-3-super-120b-a12b_free,S2-02,S2,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S2-02__B__nvidia_nemotron-3-super-120b-a12b_free,S2-02,S2,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,empty,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S2-02__C__nvidia_nemotron-3-super-120b-a12b_free,S2-02,S2,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S2-02__D__nvidia_nemotron-3-super-120b-a12b_free,S2-02,S2,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,empty,,IDX-BOSCH-SMS6ECI13E,,,,0,0,0,,
S2-03__A__nvidia_nemotron-3-super-120b-a12b_free,S2-03,S2,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,EPREL-1586891,,,,0,0,0,,
S2-03__B__nvidia_nemotron-3-super-120b-a12b_free,S2-03,S2,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,empty,,EPREL-1586891,,,,0,0,0,,
S2-03__C__nvidia_nemotron-3-super-120b-a12b_free,S2-03,S2,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-1586891,,,,0,0,0,,
S2-03__D__nvidia_nemotron-3-super-120b-a12b_free,S2-03,S2,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-1586891,,,,0,0,0,,
S2-04__A__nvidia_nemotron-3-super-120b-a12b_free,S2-04,S2,A,nvidia/nemotron-3-super-120b-a12b:free,success,,EPREL-2350311,EPREL-2350311,1,0.0,1,1,0,0,,1
S2-04__B__nvidia_nemotron-3-super-120b-a12b_free,S2-04,S2,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting ':' delimiter: line 1 column 6 (char 5),,EPREL-2350311,,,,0,0,0,,
S2-04__C__nvidia_nemotron-3-super-120b-a12b_free,S2-04,S2,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-2350311,,,,0,0,0,,
S2-04__D__nvidia_nemotron-3-super-120b-a12b_free,S2-04,S2,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-2350311,,,,0,0,0,,
S2-05__A__nvidia_nemotron-3-super-120b-a12b_free,S2-05,S2,A,nvidia/nemotron-3-super-120b-a12b:free,success,,EPREL-2350311,EPREL-2350311,1,0.0,1,1,0,0,,1
S2-05__B__nvidia_nemotron-3-super-120b-a12b_free,S2-05,S2,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-2350311,,,,0,0,0,,
S2-05__C__nvidia_nemotron-3-super-120b-a12b_free,S2-05,S2,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-2350311,,,,0,0,0,,
S2-05__D__nvidia_nemotron-3-super-120b-a12b_free,S2-05,S2,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-2350311,,,,0,0,0,,
S2-06__A__nvidia_nemotron-3-super-120b-a12b_free,S2-06,S2,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,EPREL-2350311,,,,0,0,0,,
S2-06__B__nvidia_nemotron-3-super-120b-a12b_free,S2-06,S2,B,nvidia/nemotron-3-super-120b-a12b:free,success,,EPREL-2350311,EPREL-2350311,1,0.0,1,1,0,0,,1
S2-06__C__nvidia_nemotron-3-super-120b-a12b_free,S2-06,S2,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-2350311,,,,0,0,0,,
S2-06__D__nvidia_nemotron-3-super-120b-a12b_free,S2-06,S2,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,empty,,EPREL-2350311,,,,0,0,0,,
S2-07__A__nvidia_nemotron-3-super-120b-a12b_free,S2-07,S2,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,EPREL-2088104,,,,0,0,0,,
S2-07__B__nvidia_nemotron-3-super-120b-a12b_free,S2-07,S2,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-2088104,,,,0,0,0,,
S2-07__C__nvidia_nemotron-3-super-120b-a12b_free,S2-07,S2,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-2088104,,,,0,0,0,,
S2-07__D__nvidia_nemotron-3-super-120b-a12b_free,S2-07,S2,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-2088104,,,,0,0,0,,
S2-08__A__nvidia_nemotron-3-super-120b-a12b_free,S2-08,S2,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,EPREL-1273558,,,,0,0,0,,
S2-08__B__nvidia_nemotron-3-super-120b-a12b_free,S2-08,S2,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-1273558,,,,0,0,0,,
S2-08__C__nvidia_nemotron-3-super-120b-a12b_free,S2-08,S2,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-1273558,,,,0,0,0,,
S2-08__D__nvidia_nemotron-3-super-120b-a12b_free,S2-08,S2,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-1273558,,,,0,0,0,,
S3-01__A__nvidia_nemotron-3-super-120b-a12b_free,S3-01,S3,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-AEG-GN851XT,,,,0,0,0,,
S3-01__B__nvidia_nemotron-3-super-120b-a12b_free,S3-01,S3,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-AEG-GN851XT,,,,0,0,0,,
S3-01__C__nvidia_nemotron-3-super-120b-a12b_free,S3-01,S3,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-AEG-GN851XT,,,,0,0,0,0,
S3-01__D__nvidia_nemotron-3-super-120b-a12b_free,S3-01,S3,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting property name enclosed in double quotes: line 2 column 1 (char 2),,IDX-AEG-GN851XT,,,,0,0,0,,
S3-02__A__nvidia_nemotron-3-super-120b-a12b_free,S3-02,S3,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-BOSCH-SBV6YCX0ME,,,,0,0,0,,
S3-02__B__nvidia_nemotron-3-super-120b-a12b_free,S3-02,S3,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-BOSCH-SBV6YCX0ME,,,,0,0,0,,
S3-02__C__nvidia_nemotron-3-super-120b-a12b_free,S3-02,S3,C,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-BOSCH-SBV6YCX0ME,,,,0,0,0,,
S3-02__D__nvidia_nemotron-3-super-120b-a12b_free,S3-02,S3,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting property name enclosed in double quotes: line 2 column 1 (char 2),,IDX-BOSCH-SBV6YCX0ME,,,,0,0,0,,
S2-01__C__nvidia_nemotron-3-super-120b-a12b_free,S2-01,S2,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,IDX-AEG-GU8200A2SNW,,,,0,0,0,,
S3-03__A__nvidia_nemotron-3-super-120b-a12b_free,S3-03,S3,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,<record_id>.,IDX-SIEMENS-SX87EX01CE,,,,0,0,0,,
S3-03__B__nvidia_nemotron-3-super-120b-a12b_free,S3-03,S3,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-SIEMENS-SX87EX01CE,,,,0,0,0,,
S3-03__C__nvidia_nemotron-3-super-120b-a12b_free,S3-03,S3,C,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-SIEMENS-SX87EX01CE,,,,0,0,0,,
S3-03__D__nvidia_nemotron-3-super-120b-a12b_free,S3-03,S3,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-SIEMENS-SX87EX01CE,,,,0,0,0,,
S3-04__A__nvidia_nemotron-3-super-120b-a12b_free,S3-04,S3,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,,IDX-AEG-GN851XT,,,,0,0,0,,
S3-04__B__nvidia_nemotron-3-super-120b-a12b_free,S3-04,S3,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-AEG-GN851XT,,,,0,0,0,,
S3-04__C__nvidia_nemotron-3-super-120b-a12b_free,S3-04,S3,C,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,IDX-AEG-GN851XT,,,,0,0,0,,
S3-04__D__nvidia_nemotron-3-super-120b-a12b_free,S3-04,S3,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,IDX-AEG-GN851XT,,,,0,0,0,,
S3-05__A__nvidia_nemotron-3-super-120b-a12b_free,S3-05,S3,A,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,invalid_or_unknown_recommendation,<record_id>.,EPREL-2350311,,,,0,0,0,,
S3-05__B__nvidia_nemotron-3-super-120b-a12b_free,S3-05,S3,B,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,Expecting value: line 1 column 1 (char 0),,EPREL-2350311,,,,0,0,0,,
S3-05__C__nvidia_nemotron-3-super-120b-a12b_free,S3-05,S3,C,nvidia/nemotron-3-super-120b-a12b:free,success,,,EPREL-2350311,,,,0,0,0,0,
S3-05__D__nvidia_nemotron-3-super-120b-a12b_free,S3-05,S3,D,nvidia/nemotron-3-super-120b-a12b:free,protocol_failure,,,EPREL-2350311,,,,0,0,0,,
